Quality	#1 ID	#2 ID	#1 String	#2 String
1	5354029	0834705	が ない ので 、 スマ ホ から アップ ロード し たい の です が 、 うまく でき ませ ん	から 本人 確認 アップ ロード を し まし た が 、 うまく いき ませ ん
0	5354029	2010677	が ない ので 、 スマ ホ から アップ ロード し たい の です が 、 うまく でき ませ ん	メールアドレス は 、 変え られ ます か
1	7932777	3539106	写真 が エラー と なり 、 アップ ロード が 出来 ない の です が 、 何 が 原因 でしょ う か	本人 確認 の アップ ロード の 仕方 が わから ない
0	7932777	6258539	写真 が エラー と なり 、 アップ ロード が 出来 ない の です が 、 何 が 原因 でしょ う か	アクセス ポイント の 設定 が わかり ませ ん
1	6163469	1983558	スマホ から アップ ロード し たら エラー が 出 て しまい ます	本人 確認 情報 運転 免許 証 の アップ ロード が 何 回 行っ て も エラー と なり 送信 でき ませ ん
0	6163469	9745656	スマホ から アップ ロード し たら エラー が 出 て しまい ます	現時点 で の 利用 明細 は 、 確認 でき ませ ん か
1	4930813	0834705	本人 確認 アップ ロード で 運転 経歴 証明 書 を 送信 し たい の です が でき ませ ん	から 本人 確認 アップ ロード を し まし た が 、 うまく いき ませ ん
0	4930813	6818987	本人 確認 アップ ロード で 運転 経歴 証明 書 を 送信 し たい の です が でき ませ ん	あんしん サポート サービス を 解約 し たい
1	8419949	3539106	パソコン から アップ ロード し たら エラー が 出 て しまい ます	本人 確認 の アップ ロード の 仕方 が わから ない
0	8419949	4936204	パソコン から アップ ロード し たら エラー が 出 て しまい ます	楽天 でんわ の かけ 放題 に 変更 し たい
1	2833355	9280669	特別 永住 者 証明 書 を 撮影 し た の です が 、 アップ ロード でき ませ ん	アップ ロード でき ない 場合 、 カスタマーセンター で 相談 でき ます か
0	2833355	2439518	特別 永住 者 証明 書 を 撮影 し た の です が 、 アップ ロード でき ませ ん	情報 は 、 どう やっ て 確認 すれ ば よい でしょ う か
1	8925494	0771754	パスワード が 分から ず 、 本人 確認 書類 が アップ ロード 出来 ませ ん	写真 の アップ ロード が でき ず 、 本人 確認 が 完了 し ませ ん
0	8925494	1674388	パスワード が 分から ず 、 本人 確認 書類 が アップ ロード 出来 ませ ん	免許 証 の 表面 と 補助 書類 を アップ ロード し たら 不備 と なり まし た 。 どう し たら いい です か
1	0771754	7275790	写真 の アップ ロード が でき ず 、 本人 確認 が 完了 し ませ ん	エラー が 出 て 本人 確認 書類 が アップ ロード でき ませ ん
0	0771754	6728045	写真 の アップ ロード が でき ず 、 本人 確認 が 完了 し ませ ん	住所 を 間違っ て しまい 不備 の メール が き た の です が 、 修正 は どの よう に する の です か
1	9974542	0771754	本人 確認 書類 の 免許 証 の アップ ロード を 何 回 行っ て も エラー と なり 、 アップ ロード でき ませ ん	写真 の アップ ロード が でき ず 、 本人 確認 が 完了 し ませ ん
0	9974542	5056365	本人 確認 書類 の 免許 証 の アップ ロード を 何 回 行っ て も エラー と なり 、 アップ ロード でき ませ ん	楽天 でんわ を 使っ て ます が 、 かけ 放題 に し たい
1	4797295	5200285	が 分から ず 、 本人 確認 書類 が アップ ロード でき ませ ん	本人 確認 アップ ロード で パスポート を 送信 し たい の です が でき ませ ん
0	4797295	1798126	が 分から ず 、 本人 確認 書類 が アップ ロード でき ませ ん	どの 程度 の サイズ で あれ ば アップロード でき ます か
1	8782448	8419949	アップロードボタン を 押し て も 、 アップ ロード 完了 画面 が 表示 さ れ ませ ん	パソコン から アップ ロード し たら エラー が 出 て しまい ます
0	8782448	1669786	アップロードボタン を 押し て も 、 アップ ロード 完了 画面 が 表示 さ れ ませ ん	タイプ の 変更 は 、 いつ まで に サイズ 変更 申請 の ところ で でき ます か
1	4193092	3214790	アップ ロード する 画像 を 間違え まし た が 、 どの よう に すれ ば いい です か	アップ ロード でき ませ ん 。 どの よう に し たら よろしい でしょ う か
0	4193092	1532840	アップ ロード する 画像 を 間違え まし た が 、 どの よう に すれ ば いい です か	他 の プラン に 変え たい です
1	3756351	0834705	本人 確認 アップ ロード で 在留 カード を 送信 し たい の です が でき ませ ん	から 本人 確認 アップ ロード を し まし た が 、 うまく いき ませ ん
0	3756351	4059216	本人 確認 アップ ロード で 在留 カード を 送信 し たい の です が でき ませ ん	本人 確認 の ログイン が 出来 ない
1	9281311	3539106	本人 確認 書類 を アップ ロード し たい のに エラー に なっ て しまい ます	本人 確認 の アップ ロード の 仕方 が わから ない
0	9281311	6808510	本人 確認 書類 を アップ ロード し たい のに エラー に なっ て しまい ます	申し込み 種別 の 確認 は どこ で 出来 ます か
1	8357380	8724135	画像 の アップ ロード 方法 が 間違っ て いる の か 、 アップ ロード でき ませ ん	本人 確認 アップ ロード で 健康 保険 証 と 補助 書類 を 送信 し たい の です が でき ませ ん
0	8357380	3561748	画像 の アップ ロード 方法 が 間違っ て いる の か 、 アップ ロード でき ませ ん	本人 確認 　 アップロードログイン 不可
1	3374557	2149311	本人 確認 アップ ロード で 外国 人 登録 証明 書 を 送信 し たい の です が でき ませ ん	運転 免許 証 を 撮影 し た の です が 、 アップ ロード でき ませ ん
0	3374557	2738881	本人 確認 アップ ロード で 外国 人 登録 証明 書 を 送信 し たい の です が でき ませ ん	機種 変 し たい
1	7033770	5737709	で の アップ ロード が うまく でき ませ ん	本人 確認 アップ ロード で 運転 免許 証 を 送信 し たい の です が でき ませ ん
0	7033770	2119829	で の アップ ロード が うまく でき ませ ん	スマホ の 設定 を し たい の です が 、 申込み 種別 が わかり ませ ん
1	1856548	3214790	本人 確認 の ところ で うまく アップ でき ませ ん	アップ ロード でき ませ ん 。 どの よう に し たら よろしい でしょ う か
0	1856548	4739701	本人 確認 の ところ で うまく アップ でき ませ ん	本人 確認 書類 再 提出 の ご 案内 メール が 送ら れ て き まし た
1	9006086	2833355	本人 確認 書類 の 写真 が アップ ロード でき ませ ん	特別 永住 者 証明 書 を 撮影 し た の です が 、 アップ ロード でき ませ ん
0	9006086	7014624	本人 確認 書類 の 写真 が アップ ロード でき ませ ん	運転 免許 証 は 裏面 の 記載 も 必要 です か
1	4187325	5354029	スマホ から の アップ ロード 方法 を 知り たい	が ない ので 、 スマ ホ から アップ ロード し たい の です が 、 うまく でき ませ ん
0	4187325	3807595	スマホ から の アップ ロード 方法 を 知り たい	メールアドレス の 変え 方
1	3214790	4193092	アップ ロード でき ませ ん 。 どの よう に し たら よろしい でしょ う か	アップ ロード する 画像 を 間違え まし た が 、 どの よう に すれ ば いい です か
0	3214790	1349449	アップ ロード でき ませ ん 。 どの よう に し たら よろしい でしょ う か	月額 無料 の 楽天 でんわ から 完全 かけ 放題 に 変更 でき ます か
1	0834705	4187325	から 本人 確認 アップ ロード を し まし た が 、 うまく いき ませ ん	スマホ から の アップ ロード 方法 を 知り たい
0	0834705	7933627	から 本人 確認 アップ ロード を し まし た が 、 うまく いき ませ ん	カード を なくし た
1	5200285	2786234	本人 確認 アップ ロード で パスポート を 送信 し たい の です が でき ませ ん	アップ ロード が うまく いき ませ ん
0	5200285	3616064	本人 確認 アップ ロード で パスポート を 送信 し たい の です が でき ませ ん	データ シェア の 設定 を 教え て ください
1	5783777	8724135	何 度 も 試し て い ます が 、 写真 が エラー と なり ます 。 対処 法 を 教え て ください	本人 確認 アップ ロード で 健康 保険 証 と 補助 書類 を 送信 し たい の です が でき ませ ん
0	5783777	6327662	何 度 も 試し て い ます が 、 写真 が エラー と なり ます 。 対処 法 を 教え て ください	の 料金 は い つ 確認 が でき ます か
1	2786234	5354029	アップ ロード が うまく いき ませ ん	が ない ので 、 スマ ホ から アップ ロード し たい の です が 、 うまく でき ませ ん
0	2786234	2504774	アップ ロード が うまく いき ませ ん	データ シェア の 方法 は サイト で 記載 し て い ます か
1	9280669	4187325	アップ ロード でき ない 場合 、 カスタマーセンター で 相談 でき ます か	スマホ から の アップ ロード 方法 を 知り たい
0	9280669	4962016	アップ ロード でき ない 場合 、 カスタマーセンター で 相談 でき ます か	楽天 ポイント の 支払い 設定 は どこ で でき ます か
1	2936580	3214790	在留 カード を 撮影 し た の です が 、 アップ ロード でき ませ ん	アップ ロード でき ませ ん 。 どの よう に し たら よろしい でしょ う か
0	2936580	1255232	在留 カード を 撮影 し た の です が 、 アップ ロード でき ませ ん	楽天 スーパー ポイント の 支払い 設定 は お 申し込み 時 以外 に も できる の
1	5933029	7747066	本人 確認 アップ ロード で 特別 永住 者 証明 書 を 送信 し たい の です が でき ませ ん	本人 確認 アップ ロード の 仕方 を 紹介 し て いる を 教え て ください
0	5933029	1784327	本人 確認 アップ ロード で 特別 永住 者 証明 書 を 送信 し たい の です が でき ませ ん	電話 番号 を そのまま で 機種 変更 し たい
1	5709581	2833355	免許 証 を 両面 アップ ロード し た のに 、 エラー に なり ます	特別 永住 者 証明 書 を 撮影 し た の です が 、 アップ ロード でき ませ ん
0	5709581	7180828	免許 証 を 両面 アップ ロード し た のに 、 エラー に なり ます	通話 から データ の 安い プラン へ 変更 し たい です
1	2149311	4193092	運転 免許 証 を 撮影 し た の です が 、 アップ ロード でき ませ ん	アップ ロード する 画像 を 間違え まし た が 、 どの よう に すれ ば いい です か
0	2149311	1316683	運転 免許 証 を 撮影 し た の です が 、 アップ ロード でき ませ ん	情報 が 知り たい
1	4757990	9313851	アップ ロード する 写真 に 条件 は ある の でしょ う か	アップ ロード できる データ 容量 が 知り たい です
0	4757990	9830484	アップ ロード する 写真 に 条件 は ある の でしょ う か	本人 確認 でき ませ ん でし た
1	2869444	4490932	ｊ ｇ ファイル は 使用 でき ます か	本人 確認 アップ ロード で 画像 解像度 など 指定 が あり ます か
0	2869444	1382052	ｊ ｇ ファイル は 使用 でき ます か	楽天 モバイル ｂ ｙ エコネクト を 解約 し たい
1	4559061	5200182	「 」 形式 の ファイル は 使用 でき ます か	使用 できる ファイル に ファイル は 含ま れ ます か
0	4559061	4789540	「 」 形式 の ファイル は 使用 でき ます か	月額 円 の 楽天 でんわ に 加入 し たい です
1	0165572	6669365	アップ ロード の サイズ に 決まり は あり ます か	アップ ロード 可能 な ファイル は 何 枚 まで です か
0	0165572	2936580	アップ ロード の サイズ に 決まり は あり ます か	在留 カード を 撮影 し た の です が 、 アップ ロード でき ませ ん
1	7136689	1908920	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	運転 免許 証 の 裏面 に 新しい 住所 の 記載 が あり ます が 、 表面 と 裏面 枚 アップ ロード でき ます か
0	7136689	7109265	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	ネットワーク 暗証 番号 を 確認 し たい
1	3328643	0717707	デジタル カメラ で 撮影 し た 画像 は そのまま の サイズ で 使え ます か	サイズ 制限 は 、 ファイル ごと の 制限 です か ？ 全体 の 制限 です か
0	3328643	1418394	デジタル カメラ で 撮影 し た 画像 は そのまま の サイズ で 使え ます か	ユーザー が わかり ませ ん
1	4122090	3328643	デジタル カメラ で 撮影 し た 画像 は 「 」 です が 問題 ない です か	デジタル カメラ で 撮影 し た 画像 は そのまま の サイズ で 使え ます か
0	4122090	6581354	デジタル カメラ で 撮影 し た 画像 は 「 」 です が 問題 ない です か	データ通信 容量 の 変更 に関して 、 変更 でき ない 期間 は ござい ます でしょ う か
1	2560497	6297696	アップ ロード する ファイル の 種類 を 教え て ください	ファイル を 複数 アップ ロード 予定 です が 、 サイズ 制限 は 合計 の 容量 です か ？ それぞれ の 容量 です か
0	2560497	2505702	アップ ロード する ファイル の 種類 を 教え て ください	住所 不一致 の メール が 届い た ので 、 補助 書類 を アップ ロード し たい が 方法 は
1	5581449	7136689	ファイル 形式 は 、 スキャナー で は どれ を 選択 すれ ば よい です か	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か
0	5581449	5585135	ファイル 形式 は 、 スキャナー で は どれ を 選択 すれ ば よい です か	楽天 スーパー ポイント 口座 を 私 の ポイント 口座 に 変更 し たい です
1	0717707	4876296	サイズ 制限 は 、 ファイル ごと の 制限 です か ？ 全体 の 制限 です か	で 保存 さ れ た スマート フォン 画像 は 問題 ない です か
0	0717707	7554036	サイズ 制限 は 、 ファイル ごと の 制限 です か ？ 全体 の 制限 です か	オプション を 利用 し たい
1	3135199	5200182	ファイル は 使用 でき ます か	使用 できる ファイル に ファイル は 含ま れ ます か
0	3135199	9521870	ファイル は 使用 でき ます か	アクセス ポイント の 設定 は 何処 に 記載 さ れ て い ます か
1	7136689	5200182	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	使用 できる ファイル に ファイル は 含ま れ ます か
0	7136689	6035938	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	スマート 留守電 を 解約 し たい
1	5287938	2560497	補助 書類 の アップ ロード が 必要 に なる の です が 、 枚 アップ ロード は 可能 です か	アップ ロード する ファイル の 種類 を 教え て ください
0	5287938	2955405	補助 書類 の アップ ロード が 必要 に なる の です が 、 枚 アップ ロード は 可能 です か	サイズ を 変更 し たい です
1	1269937	0165572	スマート フォン で 撮影 し た 画像 は そのまま の サイズ で 使え ます か	アップ ロード の サイズ に 決まり は あり ます か
0	1269937	1375418	スマート フォン で 撮影 し た 画像 は そのまま の サイズ で 使え ます か	楽天 マンガ 月額 コース 楽天 モバイル に 申し込み たい
1	4968983	7136689	ファイル は 何 枚 まで アップ ロード 可能 です か	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か
0	4968983	1646431	ファイル は 何 枚 まで アップ ロード 可能 です か	データ は 通話 として 使う ため に は 、 変更 は いつ まで に 必要 でしょ う か
1	6997872	0077346	本人 確認 で 使える ファイル の 種類 は 決まっ て ます か	何 以下 の ファイル が アップ ロード 可能 です か
0	6997872	2010677	本人 確認 で 使える ファイル の 種類 は 決まっ て ます か	メールアドレス は 、 変え られ ます か
1	5932475	5430930	本人 確認 で 使える 写真 は どんな もの が あり ます か	写真 は 複数 枚 アップ ロード でき ます か
0	5932475	3276266	本人 確認 で 使える 写真 は どんな もの が あり ます か	どこ で 接続 先 が 確認 でき ます か
1	2075308	2420132	写真 の ファイルサイズ に 決まり は あり ます か	どの よう な 条件 を クリア できれ ば 画像 を アップ ロード でき ます か
0	2075308	2111904	写真 の ファイルサイズ に 決まり は あり ます か	申し込み 種別 の 確認 方法 が 分かり ませ ん
1	6297696	3733543	ファイル を 複数 アップ ロード 予定 です が 、 サイズ 制限 は 合計 の 容量 です か ？ それぞれ の 容量 です か	アップ ロード 可能 な 写真 は どういう もの です か
0	6297696	4317242	ファイル を 複数 アップ ロード 予定 です が 、 サイズ 制限 は 合計 の 容量 です か ？ それぞれ の 容量 です か	楽天 モバイル の ページ で 料金 シミュレーション は 可能 です か
1	9313851	9161600	アップ ロード できる データ 容量 が 知り たい です	ガラケー で 撮影 し た 写真 は そのまま の サイズ で 使え ます か
0	9313851	9275476	アップ ロード できる データ 容量 が 知り たい です	情報 は どこ で 確認 する の でしょ う か
1	7136689	4968983	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	ファイル は 何 枚 まで アップ ロード 可能 です か
0	7136689	1340599	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	ルータ を 購入 する ので 、 通話 から データ （ なし ） に 変更 し たい
1	0731125	9313851	運転 免許 証 の 裏 ・ 表 と 補助 書類 の 枚 の アップ ロード は 可能 です か	アップ ロード できる データ 容量 が 知り たい です
0	0731125	8117855	運転 免許 証 の 裏 ・ 表 と 補助 書類 の 枚 の アップ ロード は 可能 です か	メンバーズステーション の どこ で オプション に 申し込み でき ます か
1	4876296	2075308	で 保存 さ れ た スマート フォン 画像 は 問題 ない です か	写真 の ファイルサイズ に 決まり は あり ます か
0	4876296	3007622	で 保存 さ れ た スマート フォン 画像 は 問題 ない です か	通話 から データ に 変更 し たい
1	4500248	3591592	で 保存 さ れ た デジタル カメラ 画像 は 問題 ない です か	パスワード 付き の 写真 は アップ ロード でき ます か
0	4500248	5686259	で 保存 さ れ た デジタル カメラ 画像 は 問題 ない です か	本人 確認 書類 の アップ ロード を する 画面 に ログイン 出来 ませ ん
1	5200182	0077346	使用 できる ファイル に ファイル は 含ま れ ます か	何 以下 の ファイル が アップ ロード 可能 です か
0	5200182	6252677	使用 できる ファイル に ファイル は 含ま れ ます か	楽天 を いれ て も 、 メンバーズステーション に ログイン でき ませ ん
1	1908920	7746890	運転 免許 証 の 裏面 に 新しい 住所 の 記載 が あり ます が 、 表面 と 裏面 枚 アップ ロード でき ます か	写真 の アップ ロード は 拡張 子 の 種類 に 決まり は あり ます か
0	1908920	7392910	運転 免許 証 の 裏面 に 新しい 住所 の 記載 が あり ます が 、 表面 と 裏面 枚 アップ ロード でき ます か	利用 明細 の 場所 が 分から ない
1	5200182	1269937	使用 できる ファイル に ファイル は 含ま れ ます か	スマート フォン で 撮影 し た 画像 は そのまま の サイズ で 使え ます か
0	5200182	0859952	使用 できる ファイル に ファイル は 含ま れ ます か	最後 の アップ ロード する ボタン が 押せ ず 、 アップ ロード でき ませ ん
1	2420132	7746890	どの よう な 条件 を クリア できれ ば 画像 を アップ ロード でき ます か	写真 の アップ ロード は 拡張 子 の 種類 に 決まり は あり ます か
0	2420132	5044248	どの よう な 条件 を クリア できれ ば 画像 を アップ ロード でき ます か	データ シェア の 設定 は スマホ から でき ます か
1	3591592	7746890	パスワード 付き の 写真 は アップ ロード でき ます か	写真 の アップ ロード は 拡張 子 の 種類 に 決まり は あり ます か
0	3591592	0206087	パスワード 付き の 写真 は アップ ロード でき ます か	情報 は サイト で 確認 でき ます か
1	6449488	3733543	ｊｐｇ ファイル は 使用 でき ます か	アップ ロード 可能 な 写真 は どういう もの です か
0	6449488	3966677	ｊｐｇ ファイル は 使用 でき ます か	本人 確認 不備 の メール が 来 まし た 。 再 提出 は どう すれ ば
1	7487634	3733543	保護 付き ファイル を アップ ロード し て も 問題 ない です か	アップ ロード 可能 な 写真 は どういう もの です か
0	7487634	2804283	保護 付き ファイル を アップ ロード し て も 問題 ない です か	支払い を クレジット から 口座 に 変更 し たい の です が 登録 情報 の 変更 は どこ で でき ます か
1	7136689	1798126	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	どの 程度 の サイズ で あれ ば アップロード でき ます か
0	7136689	9204752	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か	追加 で 機種 を 買い たい
1	5200182	3733543	使用 できる ファイル に ファイル は 含ま れ ます か	アップ ロード 可能 な 写真 は どういう もの です か
0	5200182	5299472	使用 できる ファイル に ファイル は 含ま れ ます か	海外 の 取引 先 に 電話 し た の です が 、 通話 料金 明細 の 確認 は いつ でき ます か
1	1723045	7136689	スキャナー で スキャン し た 画像 は そのまま の サイズ で 使え ます か	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か
0	1723045	9400703	スキャナー で スキャン し た 画像 は そのまま の サイズ で 使え ます か	登録 時 に 、 生年月日 を 間違え て 登録 し て しまい まし た 。 変更 する に は どう し たら いい です か
1	4490932	6669365	本人 確認 アップ ロード で 画像 解像度 など 指定 が あり ます か	アップ ロード 可能 な ファイル は 何 枚 まで です か
0	4490932	0908348	本人 確認 アップ ロード で 画像 解像度 など 指定 が あり ます か	お知らせ 設定 を 変更 し た ので 、 反映 さ れ て いる か 確認 し たい
1	7746890	5471428	写真 の アップ ロード は 拡張 子 の 種類 に 決まり は あり ます か	アップ ロード する 写真 の ファイル フォーマット に 決まり は あり ます か
0	7746890	9808718	写真 の アップ ロード は 拡張 子 の 種類 に 決まり は あり ます か	申し込み を 終了 し たい
1	5116040	0077346	顔 写真 が 載っ て いる ので 写真 は パスワード 付き で も 問題 ない です か	何 以下 の ファイル が アップ ロード 可能 です か
0	5116040	1798648	顔 写真 が 載っ て いる ので 写真 は パスワード 付き で も 問題 ない です か	通信 データ 追加 し たい
1	1798126	7136689	どの 程度 の サイズ で あれ ば アップロード でき ます か	スキャナー で 保存 する 際 「 」 形式 で 問題 ない です か
0	1798126	3845357	どの 程度 の サイズ で あれ ば アップロード でき ます か	データ を 追加 し たい
1	9161600	2420132	ガラケー で 撮影 し た 写真 は そのまま の サイズ で 使え ます か	どの よう な 条件 を クリア できれ ば 画像 を アップ ロード でき ます か
0	9161600	0322125	ガラケー で 撮影 し た 写真 は そのまま の サイズ で 使え ます か	メンバーズステーション で 契約 中 の オプション サービス を 確認 でき ます か
1	0077346	5932475	何 以下 の ファイル が アップ ロード 可能 です か	本人 確認 で 使える 写真 は どんな もの が あり ます か
0	0077346	9973838	何 以下 の ファイル が アップ ロード 可能 です か	住民 票 は 本人 確認 書類 として 利用 でき ます か
1	7965400	0165572	ファイルサイズ は ファイル あたり 何 以下 です か	アップ ロード の サイズ に 決まり は あり ます か
0	7965400	1834476	ファイルサイズ は ファイル あたり 何 以下 です か	本人 確認 書類 不備 の メール が 届き まし た が 、 再 提出 の 仕方 が わから ない です
1	5471428	3591592	アップ ロード する 写真 の ファイル フォーマット に 決まり は あり ます か	パスワード 付き の 写真 は アップ ロード でき ます か
0	5471428	0460220	アップ ロード する 写真 の ファイル フォーマット に 決まり は あり ます か	情報 は メンバーズステーション の どこ で 確認 でき ます か
1	6669365	4490932	アップ ロード 可能 な ファイル は 何 枚 まで です か	本人 確認 アップ ロード で 画像 解像度 など 指定 が あり ます か
0	6669365	0992085	アップ ロード 可能 な ファイル は 何 枚 まで です か	機種 を 変更 し たい
1	5430930	1908920	写真 は 複数 枚 アップ ロード でき ます か	運転 免許 証 の 裏面 に 新しい 住所 の 記載 が あり ます が 、 表面 と 裏面 枚 アップ ロード でき ます か
0	5430930	6350495	写真 は 複数 枚 アップ ロード でき ます か	検索 を 終了 する
1	3733543	2075308	アップ ロード 可能 な 写真 は どういう もの です か	写真 の ファイルサイズ に 決まり は あり ます か
0	3733543	0102253	アップ ロード 可能 な 写真 は どういう もの です か	本人 確認 の 再 提出 お願い メール が き まし た
1	5200182	2420132	使用 できる ファイル に ファイル は 含ま れ ます か	どの よう な 条件 を クリア できれ ば 画像 を アップ ロード でき ます か
0	5200182	0345315	使用 できる ファイル に ファイル は 含ま れ ます か	本人 確認 書類 を 送り まし た が 、 不備 で 再度 送信 と 言わ れ まし た
1	4059216	7151497	本人 確認 の ログイン が 出来 ない	本人 確認 書類 を アップ ロード する の に 必要 な と パスワード を メモ し 忘れ て しまい 出来 なく なっ て しまっ た の です が どの よう に し たら 良い でしょ う か
0	4059216	8267150	本人 確認 の ログイン が 出来 ない	楽天 でんわ の 申し込み は 、 楽天 でんわ マイ ページ から です か
1	4691470	1792355	本人 確認 書類 を 提出 し たい の です が ログイン を 控える の を 忘れ て しまい リセット する 方法 など は あり ます でしょ う か	本人 確認 書類 の ページ へ 入れ ない
0	4691470	9017330	本人 確認 書類 を 提出 し たい の です が ログイン を 控える の を 忘れ て しまい リセット する 方法 など は あり ます でしょ う か	カード の 台紙 を 捨て て しまっ た 場合 、 どこ から 申し込み 種別 を 確認 でき ます か
1	2280253	9577049	本人 確認 画面 意 ログイン 出来 ない	本人 確認 アップ ロード 、 パスワード 書き 間違え 、 パスワード 忘れ た 方 へ の パスワード わから ない
0	2280253	3052925	本人 確認 画面 意 ログイン 出来 ない	かけ 放題 の 契約 状況 を 確認 し たい
1	2228164	0635266	アップ ロード の が 分から ない	本人 確認 書類 アップ ロード ＆ アカウント 確認 用 の 忘れ た
0	2228164	4668142	アップ ロード の が 分から ない	利用 明細 の 確認 方法 を 教え て ほしい です
1	5686259	9984514	本人 確認 書類 の アップ ロード を する 画面 に ログイン 出来 ませ ん	本人 確認 ページ の パスワード 何 度 いれ て も 無効 です と なり ます
0	5686259	2606474	本人 確認 書類 の アップ ロード を する 画面 に ログイン 出来 ませ ん	メッセージアプリ が 使え ない ので 、 通話 に 変更 し たい
1	6574218	9577049	本人 確認 書類 を 提出 しよ う と し た ところ ログイン が 弾か れ て しまい ログイン が でき ませ ん	本人 確認 アップ ロード 、 パスワード 書き 間違え 、 パスワード 忘れ た 方 へ の パスワード わから ない
0	6574218	9400703	本人 確認 書類 を 提出 しよ う と し た ところ ログイン が 弾か れ て しまい ログイン が でき ませ ん	登録 時 に 、 生年月日 を 間違え て 登録 し て しまい まし た 。 変更 する に は どう し たら いい です か
1	5254755	0320084	本人 確認 の ＰＷ を 忘れ た 方 は こちら から 確認 し て も ログイン でき ない	本人 確認 の と パスワード を 入れ て も 無効 と 表示 さ れる
0	5254755	4182539	本人 確認 の ＰＷ を 忘れ た 方 は こちら から 確認 し て も ログイン でき ない	月々 の 利用 明細 は メンバーズステーション で 確認 でき ます か
1	0803609	2280253	本人 確認 書類 を 提出 し たい が 不明	本人 確認 画面 意 ログイン 出来 ない
0	0803609	6605300	本人 確認 書類 を 提出 し たい が 不明	本人 確認 書類 を アップ ロード し たい の です が 、 写真 が 選択 でき ませ ん
1	0942755	8703837	本人 確認 書類 アップ ロード の ログイン 情報 が 分から なく なっ た 場合 どう すれ ば 再度 ログイン 出来 ます か	本人 確認 の パスワード が 分から な ので ログイン 出来 ませ ん
0	0942755	0065515	本人 確認 書類 アップ ロード の ログイン 情報 が 分から なく なっ た 場合 どう すれ ば 再度 ログイン 出来 ます か	スマートフォンセキュリティ の 契約 状況 を 確認 し たい
1	0635266	0942755	本人 確認 書類 アップ ロード ＆ アカウント 確認 用 の 忘れ た	本人 確認 書類 アップ ロード の ログイン 情報 が 分から なく なっ た 場合 どう すれ ば 再度 ログイン 出来 ます か
0	0635266	8755321	本人 確認 書類 アップ ロード ＆ アカウント 確認 用 の 忘れ た	会話 を 終了 し たい
1	4881850	5643624	アップ ロード の ログイン パス が 分から ない	書類 の アップ ロード 画面 へ 入れ ない
0	4881850	1544030	アップ ロード の ログイン パス が 分から ない	スマホ が 見つかっ た
1	8648446	4059216	本人 確認 書類 の アップ ロード の と パスワード が 違う と 出 て しまい ログイン でき ない	本人 確認 の ログイン が 出来 ない
0	8648446	9438796	本人 確認 書類 の アップ ロード の と パスワード が 違う と 出 て しまい ログイン でき ない	５ 分 かけ 放題 を 契約 状況 を 確認 し たい
1	0931692	0803609	本人 確認 の と パスワード を 入力 し て も 違う と なり 進ま ない	本人 確認 書類 を 提出 し たい が 不明
0	0931692	4865864	本人 確認 の と パスワード を 入力 し て も 違う と なり 進ま ない	料金 プラン の 確認 は どこ で でき ます か
1	1792355	8025621	本人 確認 書類 の ページ へ 入れ ない	書類 の ページ へ ログイン でき ない です
0	1792355	0301414	本人 確認 書類 の ページ へ 入れ ない	支払い 設定 を 楽天 ポイント に でき ます か
1	2815948	7151497	本人 確認 の ページ に 何 度 も 入力 し て も ログイン でき ませ ん ！	本人 確認 書類 を アップ ロード する の に 必要 な と パスワード を メモ し 忘れ て しまい 出来 なく なっ て しまっ た の です が どの よう に し たら 良い でしょ う か
0	2815948	6361168	本人 確認 の ページ に 何 度 も 入力 し て も ログイン でき ませ ん ！	今月 の 利用 料金 を 確認 し たい
1	7059042	7151497	本人 確認 ページ の パスワード と 不明	本人 確認 書類 を アップ ロード する の に 必要 な と パスワード を メモ し 忘れ て しまい 出来 なく なっ て しまっ た の です が どの よう に し たら 良い でしょ う か
0	7059042	7180828	本人 確認 ページ の パスワード と 不明	通話 から データ の 安い プラン へ 変更 し たい です
1	9313686	0942755	書類 の ページ に ログイン でき ない です	本人 確認 書類 アップ ロード の ログイン 情報 が 分から なく なっ た 場合 どう すれ ば 再度 ログイン 出来 ます か
0	9313686	8659815	書類 の ページ に ログイン でき ない です	家族 以外 の 人 と データ シェア は でき ます か
1	4011244	5211166	本人 確認 の ページ へ ログイン でき ない	申込み 書類 の アップ ロード 画面 に ログイン でき ない
0	4011244	9204752	本人 確認 の ページ へ ログイン でき ない	追加 で 機種 を 買い たい
1	9045603	9313686	本人 確認 ページ の ログイン と パスワード を 忘れ て しまっ た 場合 は どう し たら よろしい でしょ う か	書類 の ページ に ログイン でき ない です
